indice,tempo_s,resultado,latencia_ms
579,9.372,rejeitado_conexao_fechada,15.809
580,9.388,rejeitado_conexao_fechada,16.029
581,9.404,rejeitado_conexao_fechada,15.844
582,9.421,rejeitado_conexao_fechada,16.697
583,9.437,rejeitado_conexao_fechada,16.053
584,9.453,rejeitado_conexao_fechada,16.046
585,9.469,rejeitado_conexao_fechada,16.379
586,9.485,rejeitado_conexao_fechada,15.924
587,9.486,rejeitado_conexao_fechada,0.852
588,9.497,rejeitado_conexao_fechada,1.310
589,9.533,rejeitado_conexao_fechada,26.758
590,9.549,rejeitado_conexao_fechada,15.949
591,9.565,rejeitado_conexao_fechada,16.412
592,9.586,rejeitado_conexao_fechada,20.112
593,9.586,rejeitado_conexao_fechada,0.837
594,9.621,rejeitado_conexao_fechada,25.688
595,9.622,rejeitado_conexao_fechada,0.773
596,9.653,rejeitado_conexao_fechada,21.165
597,9.670,rejeitado_conexao_fechada,16.962
598,9.687,rejeitado_conexao_fechada,16.696
599,9.703,rejeitado_conexao_fechada,15.685
600,9.722,rejeitado_conexao_fechada,19.318
601,9.738,rejeitado_conexao_fechada,15.893
602,9.752,rejeitado_conexao_fechada,14.482
603,9.772,rejeitado_conexao_fechada,19.397
604,9.788,rejeitado_conexao_fechada,16.052
605,9.804,rejeitado_conexao_fechada,16.537
606,9.826,rejeitado_conexao_fechada,21.856
607,9.839,rejeitado_conexao_fechada,12.798
608,9.855,rejeitado_conexao_fechada,15.522
609,9.872,rejeitado_conexao_fechada,17.082
610,9.872,rejeitado_conexao_fechada,0.806
611,9.883,rejeitado_conexao_fechada,0.991
612,9.894,rejeitado_conexao_fechada,1.645
613,9.919,rejeitado_conexao_fechada,15.799
614,9.934,rejeitado_conexao_fechada,15.686
615,9.935,rejeitado_conexao_fechada,0.942
616,9.971,rejeitado_conexao_fechada,26.320
617,9.973,rejeitado_conexao_fechada,1.485
618,9.983,rejeitado_conexao_fechada,1.110
619,9.993,rejeitado_conexao_fechada,1.110
