indice,tempo_s,resultado,latencia_ms
371,5.972,rejeitado_conexao_fechada,0.886
372,6.006,rejeitado_conexao_fechada,23.953
373,6.021,rejeitado_conexao_fechada,15.064
374,6.021,rejeitado_conexao_fechada,0.758
375,6.055,rejeitado_conexao_fechada,24.272
376,6.072,rejeitado_conexao_fechada,16.439
377,6.088,rejeitado_conexao_fechada,16.260
378,6.113,rejeitado_conexao_fechada,25.071
379,6.128,rejeitado_conexao_fechada,15.139
380,6.153,rejeitado_conexao_fechada,24.860
381,6.170,rejeitado_conexao_fechada,17.265
382,6.187,rejeitado_conexao_fechada,16.584
383,6.203,rejeitado_conexao_fechada,16.441
384,6.219,rejeitado_conexao_fechada,15.344
385,6.219,rejeitado_conexao_fechada,0.675
386,6.254,rejeitado_conexao_fechada,24.751
387,6.270,rejeitado_conexao_fechada,16.471
388,6.271,rejeitado_conexao_fechada,0.712
389,6.305,rejeitado_conexao_fechada,24.882
390,6.306,rejeitado_conexao_fechada,0.678
391,6.317,rejeitado_conexao_fechada,0.624
392,6.341,rejeitado_conexao_fechada,14.946
393,6.342,rejeitado_conexao_fechada,0.704
394,6.372,rejeitado_conexao_fechada,19.610
395,6.373,rejeitado_conexao_fechada,0.585
396,6.404,rejeitado_conexao_fechada,21.978
397,6.421,rejeitado_conexao_fechada,16.410
398,6.436,rejeitado_conexao_fechada,15.468
399,6.452,rejeitado_conexao_fechada,15.942
400,6.471,rejeitado_conexao_fechada,18.622
401,6.486,rejeitado_conexao_fechada,15.171
402,6.501,rejeitado_conexao_fechada,14.860
403,6.502,rejeitado_conexao_fechada,0.782
404,6.538,rejeitado_conexao_fechada,26.339
405,6.538,rejeitado_conexao_fechada,0.680
406,6.573,rejeitado_conexao_fechada,24.594
407,6.574,rejeitado_conexao_fechada,0.804
408,6.608,rejeitado_conexao_fechada,24.583
409,6.621,rejeitado_conexao_fechada,13.588
410,6.638,rejeitado_conexao_fechada,16.836
411,6.653,rejeitado_conexao_fechada,15.219
412,6.668,rejeitado_conexao_fechada,14.978
413,6.669,rejeitado_conexao_fechada,0.569
414,6.680,rejeitado_conexao_fechada,0.746
415,6.706,rejeitado_conexao_fechada,16.363
416,6.725,rejeitado_conexao_fechada,19.604
417,6.741,rejeitado_conexao_fechada,15.648
418,6.755,rejeitado_conexao_fechada,14.337
419,6.756,rejeitado_conexao_fechada,0.696
420,6.790,rejeitado_conexao_fechada,24.823
421,6.806,rejeitado_conexao_fechada,15.449
422,6.807,rejeitado_conexao_fechada,0.710
423,6.840,rejeitado_conexao_fechada,23.433
424,6.841,rejeitado_conexao_fechada,0.772
425,6.870,rejeitado_conexao_fechada,19.539
426,6.896,rejeitado_conexao_fechada,26.180
427,6.911,rejeitado_conexao_fechada,15.051
428,6.927,rejeitado_conexao_fechada,15.412
429,6.927,rejeitado_conexao_fechada,0.730
430,6.958,rejeitado_conexao_fechada,20.276
431,6.974,rejeitado_conexao_fechada,15.580
432,6.985,rejeitado_conexao_fechada,11.324
433,7.004,rejeitado_conexao_fechada,19.110
434,7.019,rejeitado_conexao_fechada,15.368
435,7.038,rejeitado_conexao_fechada,18.255
436,7.054,rejeitado_conexao_fechada,16.349
437,7.075,rejeitado_conexao_fechada,21.039
438,7.090,rejeitado_conexao_fechada,15.226
439,7.107,rejeitado_conexao_fechada,16.498
440,7.122,rejeitado_conexao_fechada,14.971
441,7.144,rejeitado_conexao_fechada,22.225
442,7.145,rejeitado_conexao_fechada,0.832
443,7.175,rejeitado_conexao_fechada,20.077
444,7.192,rejeitado_conexao_fechada,16.984
445,7.207,rejeitado_conexao_fechada,15.652
446,7.223,rejeitado_conexao_fechada,16.093
447,7.248,rejeitado_conexao_fechada,24.095
448,7.263,rejeitado_conexao_fechada,15.330
449,7.288,rejeitado_conexao_fechada,24.927
450,7.289,rejeitado_conexao_fechada,0.710
451,7.321,rejeitado_conexao_fechada,22.434
452,7.321,rejeitado_conexao_fechada,0.682
453,7.332,rejeitado_conexao_fechada,0.756
454,7.354,rejeitado_conexao_fechada,13.142
455,7.355,rejeitado_conexao_fechada,0.737
456,7.388,rejeitado_conexao_fechada,23.146
457,7.404,rejeitado_conexao_fechada,15.814
458,7.425,rejeitado_conexao_fechada,21.285
459,7.426,rejeitado_conexao_fechada,0.713
460,7.457,rejeitado_conexao_fechada,20.821
461,7.472,rejeitado_conexao_fechada,15.885
462,7.488,rejeitado_conexao_fechada,15.819
463,7.489,rejeitado_conexao_fechada,1.034
464,7.520,rejeitado_conexao_fechada,21.600
465,7.535,rejeitado_conexao_fechada,15.104
466,7.536,rejeitado_conexao_fechada,0.658
467,7.567,rejeitado_conexao_fechada,21.164
468,7.568,rejeitado_conexao_fechada,0.720
469,7.588,rejeitado_conexao_fechada,10.902
470,7.603,rejeitado_conexao_fechada,15.412
471,7.604,rejeitado_conexao_fechada,0.611
472,7.639,rejeitado_conexao_fechada,25.263
473,7.655,rejeitado_conexao_fechada,15.994
474,7.656,rejeitado_conexao_fechada,0.893
475,7.666,rejeitado_conexao_fechada,0.792
476,7.676,rejeitado_conexao_fechada,0.592
477,7.697,rejeitado_conexao_fechada,11.585
478,7.713,rejeitado_conexao_fechada,15.898
479,7.738,rejeitado_conexao_fechada,24.961
480,7.754,rejeitado_conexao_fechada,16.199
481,7.771,rejeitado_conexao_fechada,16.866
482,7.797,rejeitado_conexao_fechada,26.206
483,7.813,rejeitado_conexao_fechada,16.192
484,7.814,rejeitado_conexao_fechada,0.920
485,7.824,rejeitado_conexao_fechada,0.605
486,7.854,rejeitado_conexao_fechada,20.105
487,7.855,rejeitado_conexao_fechada,0.812
488,7.887,rejeitado_conexao_fechada,21.561
489,7.903,rejeitado_conexao_fechada,15.820
490,7.918,rejeitado_conexao_fechada,15.503
491,7.935,rejeitado_conexao_fechada,16.275
492,7.954,rejeitado_conexao_fechada,19.191
493,7.955,rejeitado_conexao_fechada,0.895
494,7.987,rejeitado_conexao_fechada,22.912
495,8.004,rejeitado_conexao_fechada,16.550
496,8.020,rejeitado_conexao_fechada,16.297
497,8.036,rejeitado_conexao_fechada,15.776
498,8.052,rejeitado_conexao_fechada,16.472
499,8.068,rejeitado_conexao_fechada,15.402
500,8.088,rejeitado_conexao_fechada,20.050
501,8.104,rejeitado_conexao_fechada,16.165
502,8.120,rejeitado_conexao_fechada,16.256
503,8.136,rejeitado_conexao_fechada,16.114
504,8.148,rejeitado_conexao_fechada,12.073
505,8.165,rejeitado_conexao_fechada,16.487
506,8.188,rejeitado_conexao_fechada,23.098
507,8.207,rejeitado_conexao_fechada,18.695
508,8.223,rejeitado_conexao_fechada,16.412
509,8.240,rejeitado_conexao_fechada,16.439
510,8.256,rejeitado_conexao_fechada,16.073
511,8.257,rejeitado_conexao_fechada,0.932
512,8.279,rejeitado_conexao_fechada,13.054
513,8.280,rejeitado_conexao_fechada,0.803
514,8.304,rejeitado_conexao_fechada,14.613
515,8.322,rejeitado_conexao_fechada,18.516
516,8.339,rejeitado_conexao_fechada,16.050
517,8.355,rejeitado_conexao_fechada,16.270
518,8.371,rejeitado_conexao_fechada,16.671
519,8.392,rejeitado_conexao_fechada,20.769
520,8.406,rejeitado_conexao_fechada,13.346
521,8.421,rejeitado_conexao_fechada,15.477
522,8.439,rejeitado_conexao_fechada,17.798
523,8.455,rejeitado_conexao_fechada,15.846
524,8.471,rejeitado_conexao_fechada,15.823
525,8.487,rejeitado_conexao_fechada,15.996
526,8.502,rejeitado_conexao_fechada,15.371
527,8.522,rejeitado_conexao_fechada,19.550
528,8.522,rejeitado_conexao_fechada,0.649
529,8.553,rejeitado_conexao_fechada,21.491
530,8.572,rejeitado_conexao_fechada,18.674
531,8.573,rejeitado_conexao_fechada,1.062
532,8.604,rejeitado_conexao_fechada,21.176
533,8.629,rejeitado_conexao_fechada,24.893
534,8.645,rejeitado_conexao_fechada,16.200
535,8.646,rejeitado_conexao_fechada,0.710
536,8.668,rejeitado_conexao_fechada,12.823
537,8.689,rejeitado_conexao_fechada,21.105
