indice,tempo_s,resultado,latencia_ms
773,8.061,rejeitado_500,3.175
774,8.072,rejeitado_500,3.807
775,8.082,rejeitado_500,3.552
776,8.094,rejeitado_500,4.878
777,8.103,rejeitado_500,3.844
778,8.114,rejeitado_500,3.872
779,8.123,rejeitado_500,2.660
780,8.133,rejeitado_500,2.352
781,8.145,rejeitado_500,3.856
782,8.155,rejeitado_500,3.683
783,8.165,rejeitado_500,3.802
784,8.175,rejeitado_500,3.523
785,8.186,rejeitado_500,3.839
786,8.197,rejeitado_500,3.608
787,8.208,rejeitado_500,3.714
788,8.218,rejeitado_500,3.942
789,8.228,rejeitado_500,2.956
790,8.240,rejeitado_500,3.838
791,8.251,rejeitado_500,3.887
792,8.261,rejeitado_500,4.020
793,8.271,rejeitado_500,2.905
794,8.282,rejeitado_500,3.691
795,8.292,rejeitado_500,3.588
796,8.303,rejeitado_500,3.746
797,8.313,rejeitado_500,3.388
798,8.324,rejeitado_500,3.729
799,8.335,rejeitado_500,3.811
800,8.346,rejeitado_500,3.374
801,8.357,rejeitado_500,3.682
802,8.368,rejeitado_500,3.885
803,8.378,rejeitado_500,4.212
804,8.387,rejeitado_500,2.761
805,8.397,rejeitado_500,2.275
806,8.407,rejeitado_500,2.207
807,8.417,rejeitado_500,2.103
808,8.427,rejeitado_500,2.037
809,8.437,rejeitado_500,2.194
810,8.447,rejeitado_500,2.145
811,8.458,rejeitado_500,2.190
812,8.468,rejeitado_500,2.214
813,8.478,rejeitado_500,2.122
814,8.489,rejeitado_500,2.218
815,8.499,rejeitado_500,2.138
816,8.509,rejeitado_500,2.222
817,8.520,rejeitado_500,2.243
818,8.530,rejeitado_500,2.145
819,8.540,rejeitado_500,2.201
820,8.550,rejeitado_500,2.483
821,8.562,rejeitado_500,3.313
822,8.571,rejeitado_500,2.340
823,8.581,rejeitado_500,2.132
824,8.591,rejeitado_500,2.271
825,8.601,rejeitado_500,2.146
826,8.611,rejeitado_500,2.149
827,8.622,rejeitado_500,2.432
828,8.632,rejeitado_500,2.639
829,8.644,rejeitado_500,4.205
830,8.652,rejeitado_500,2.308
831,8.663,rejeitado_500,2.421
832,8.673,rejeitado_500,2.130
833,8.683,rejeitado_500,2.148
834,8.693,rejeitado_500,2.062
835,8.704,rejeitado_500,2.246
836,8.714,rejeitado_500,2.115
837,8.725,rejeitado_500,2.552
838,8.735,rejeitado_500,2.455
839,8.754,rejeitado_500,10.856
840,8.758,rejeitado_500,3.751
841,8.769,rejeitado_500,4.692
842,8.778,rejeitado_500,3.654
843,8.789,rejeitado_500,4.197
844,8.799,rejeitado_500,3.790
845,8.809,rejeitado_500,3.197
846,8.820,rejeitado_500,3.981
847,8.829,rejeitado_500,2.928
848,8.840,rejeitado_500,3.440
849,8.851,rejeitado_500,3.842
850,8.862,rejeitado_500,4.676
851,8.871,rejeitado_500,3.698
852,8.882,rejeitado_500,3.793
853,8.891,rejeitado_500,2.848
854,8.902,rejeitado_500,4.157
855,8.912,rejeitado_500,3.134
856,8.922,rejeitado_500,2.769
857,8.932,rejeitado_500,2.394
858,8.942,rejeitado_500,2.284
859,8.952,rejeitado_500,2.179
860,8.963,rejeitado_500,2.389
861,8.973,rejeitado_500,2.491
862,8.984,rejeitado_500,2.742
863,8.993,rejeitado_500,2.192
864,9.005,rejeitado_500,3.850
865,9.014,rejeitado_500,2.184
866,9.025,rejeitado_500,2.947
867,9.037,rejeitado_500,3.729
868,9.047,rejeitado_500,2.919
869,9.058,rejeitado_500,3.572
870,9.067,rejeitado_500,2.697
871,9.077,rejeitado_500,2.339
872,9.088,rejeitado_500,3.088
873,9.099,rejeitado_500,3.366
874,9.110,rejeitado_500,3.225
875,9.120,rejeitado_500,3.653
876,9.130,rejeitado_500,3.001
877,9.141,rejeitado_500,3.800
878,9.150,rejeitado_500,2.565
879,9.161,rejeitado_500,2.958
880,9.172,rejeitado_500,3.436
881,9.183,rejeitado_500,3.918
882,9.193,rejeitado_500,3.075
883,9.204,rejeitado_500,3.714
884,9.213,rejeitado_500,2.285
885,9.225,rejeitado_500,3.442
886,9.236,rejeitado_500,3.860
887,9.246,rejeitado_500,3.503
888,9.257,rejeitado_500,3.812
889,9.268,rejeitado_500,3.843
890,9.278,rejeitado_500,3.277
891,9.290,rejeitado_500,3.818
892,9.300,rejeitado_500,3.840
893,9.310,rejeitado_500,2.976
894,9.322,rejeitado_500,3.628
895,9.332,rejeitado_500,3.624
896,9.343,rejeitado_500,4.006
897,9.354,rejeitado_500,3.501
898,9.364,rejeitado_500,3.743
899,9.375,rejeitado_500,3.679
900,9.383,rejeitado_500,2.479
901,9.393,rejeitado_500,2.302
902,9.403,rejeitado_500,2.208
903,9.414,rejeitado_500,2.200
904,9.424,rejeitado_500,2.159
905,9.434,rejeitado_500,2.302
906,9.445,rejeitado_500,2.225
907,9.455,rejeitado_500,2.532
908,9.467,rejeitado_500,3.915
909,9.476,rejeitado_500,2.294
910,9.486,rejeitado_500,2.223
911,9.496,rejeitado_500,2.327
912,9.506,rejeitado_500,2.345
913,9.516,rejeitado_500,2.135
914,9.527,rejeitado_500,2.188
915,9.537,rejeitado_500,2.216
916,9.548,rejeitado_500,2.524
917,9.559,rejeitado_500,3.739
918,9.568,rejeitado_500,2.320
919,9.579,rejeitado_500,3.048
920,9.589,rejeitado_500,3.293
921,9.599,rejeitado_500,2.393
922,9.609,rejeitado_500,2.252
923,9.620,rejeitado_500,2.193
924,9.630,rejeitado_500,2.184
925,9.640,rejeitado_500,2.172
926,9.651,rejeitado_500,2.162
927,9.661,rejeitado_500,2.234
928,9.671,rejeitado_500,2.284
929,9.681,rejeitado_500,2.245
930,9.693,rejeitado_500,2.956
931,9.703,rejeitado_500,2.514
932,9.713,rejeitado_500,2.635
933,9.723,rejeitado_500,2.578
934,9.733,rejeitado_500,2.283
935,9.744,rejeitado_500,2.324
936,9.754,rejeitado_500,2.272
937,9.764,rejeitado_500,2.149
938,9.774,rejeitado_500,2.228
939,9.784,rejeitado_500,2.125
940,9.795,rejeitado_500,2.382
941,9.805,rejeitado_500,2.332
942,9.815,rejeitado_500,2.263
943,9.827,rejeitado_500,3.950
944,9.836,rejeitado_500,2.403
945,9.846,rejeitado_500,2.395
946,9.856,rejeitado_500,2.485
947,9.868,rejeitado_500,3.776
948,9.877,rejeitado_500,2.948
949,9.889,rejeitado_500,3.976
950,9.899,rejeitado_500,3.893
951,9.909,rejeitado_500,3.460
952,9.920,rejeitado_500,3.916
953,9.931,rejeitado_500,3.807
954,9.941,rejeitado_500,3.566
955,9.952,rejeitado_500,4.012
956,9.963,rejeitado_500,3.704
957,9.973,rejeitado_500,3.951
958,9.984,rejeitado_500,3.917
959,9.994,rejeitado_500,3.728
