indice,tempo_s,resultado,latencia_ms
378,5.649,rejeitado_conexao_fechada,20.451
379,5.650,rejeitado_conexao_fechada,0.624
380,5.685,rejeitado_conexao_fechada,25.470
381,5.701,rejeitado_conexao_fechada,15.444
382,5.718,rejeitado_conexao_fechada,17.728
383,5.734,rejeitado_conexao_fechada,16.242
384,5.751,rejeitado_conexao_fechada,16.348
385,5.751,rejeitado_conexao_fechada,0.647
386,5.782,rejeitado_conexao_fechada,21.017
387,5.798,rejeitado_conexao_fechada,15.737
388,5.799,rejeitado_conexao_fechada,0.644
389,5.830,rejeitado_conexao_fechada,21.318
390,5.830,rejeitado_conexao_fechada,0.696
391,5.861,rejeitado_conexao_fechada,21.517
392,5.862,rejeitado_conexao_fechada,0.624
393,5.892,rejeitado_conexao_fechada,20.865
394,5.908,rejeitado_conexao_fechada,15.246
395,5.908,rejeitado_conexao_fechada,0.698
396,5.939,rejeitado_conexao_fechada,21.424
397,5.952,rejeitado_conexao_fechada,12.604
398,5.953,rejeitado_conexao_fechada,0.679
399,5.983,rejeitado_conexao_fechada,20.166
400,5.983,rejeitado_conexao_fechada,0.637
401,5.993,rejeitado_conexao_fechada,0.720
402,6.018,rejeitado_conexao_fechada,14.629
403,6.018,rejeitado_conexao_fechada,0.674
404,6.041,rejeitado_conexao_fechada,13.341
405,6.042,rejeitado_conexao_fechada,0.587
406,6.068,rejeitado_conexao_fechada,15.941
407,6.069,rejeitado_conexao_fechada,0.698
408,6.102,rejeitado_conexao_fechada,24.276
409,6.103,rejeitado_conexao_fechada,0.665
410,6.133,rejeitado_conexao_fechada,20.139
411,6.134,rejeitado_conexao_fechada,0.687
412,6.168,rejeitado_conexao_fechada,25.049
413,6.183,rejeitado_conexao_fechada,15.111
414,6.184,rejeitado_conexao_fechada,0.726
415,6.194,rejeitado_conexao_fechada,0.765
416,6.205,rejeitado_conexao_fechada,0.764
417,6.233,rejeitado_conexao_fechada,18.371
418,6.234,rejeitado_conexao_fechada,0.693
419,6.264,rejeitado_conexao_fechada,20.733
420,6.265,rejeitado_conexao_fechada,0.684
421,6.299,rejeitado_conexao_fechada,24.672
422,6.300,rejeitado_conexao_fechada,0.730
423,6.333,rejeitado_conexao_fechada,23.791
424,6.334,rejeitado_conexao_fechada,0.618
425,6.344,rejeitado_conexao_fechada,0.751
426,6.364,rejeitado_conexao_fechada,10.791
427,6.380,rejeitado_conexao_fechada,15.540
428,6.381,rejeitado_conexao_fechada,0.657
429,6.391,rejeitado_conexao_fechada,0.837
430,6.426,rejeitado_conexao_fechada,24.863
431,6.452,rejeitado_conexao_fechada,25.926
432,6.452,rejeitado_conexao_fechada,0.746
433,6.474,rejeitado_conexao_fechada,11.591
434,6.488,rejeitado_conexao_fechada,14.515
435,6.503,rejeitado_conexao_fechada,14.672
436,6.504,rejeitado_conexao_fechada,0.748
437,6.514,rejeitado_conexao_fechada,0.837
438,6.524,rejeitado_conexao_fechada,0.767
439,6.549,rejeitado_conexao_fechada,15.524
440,6.565,rejeitado_conexao_fechada,15.689
441,6.587,rejeitado_conexao_fechada,22.279
442,6.588,rejeitado_conexao_fechada,0.632
443,6.619,rejeitado_conexao_fechada,21.500
444,6.634,rejeitado_conexao_fechada,15.167
445,6.650,rejeitado_conexao_fechada,15.526
446,6.650,rejeitado_conexao_fechada,0.689
447,6.661,rejeitado_conexao_fechada,0.928
448,6.671,rejeitado_conexao_fechada,0.815
449,6.681,rejeitado_conexao_fechada,0.868
450,6.691,rejeitado_conexao_fechada,0.776
451,6.702,rejeitado_conexao_fechada,0.674
452,6.712,rejeitado_conexao_fechada,0.889
453,6.722,rejeitado_conexao_fechada,0.728
454,6.750,rejeitado_conexao_fechada,17.985
455,6.751,rejeitado_conexao_fechada,0.732
456,6.761,rejeitado_conexao_fechada,0.924
457,6.796,rejeitado_conexao_fechada,25.770
458,6.812,rejeitado_conexao_fechada,16.046
459,6.813,rejeitado_conexao_fechada,0.891
460,6.824,rejeitado_conexao_fechada,0.839
461,6.834,rejeitado_conexao_fechada,0.739
462,6.844,rejeitado_conexao_fechada,0.736
463,6.874,rejeitado_conexao_fechada,20.411
464,6.890,rejeitado_conexao_fechada,15.586
465,6.890,rejeitado_conexao_fechada,0.693
466,6.920,rejeitado_conexao_fechada,20.335
467,6.936,rejeitado_conexao_fechada,15.942
468,6.937,rejeitado_conexao_fechada,0.689
469,6.967,rejeitado_conexao_fechada,19.957
470,6.967,rejeitado_conexao_fechada,0.818
471,7.000,rejeitado_conexao_fechada,22.831
472,7.000,rejeitado_conexao_fechada,0.698
473,7.011,rejeitado_conexao_fechada,0.851
474,7.038,rejeitado_conexao_fechada,17.600
475,7.053,rejeitado_conexao_fechada,15.261
476,7.073,rejeitado_conexao_fechada,20.139
477,7.074,rejeitado_conexao_fechada,0.672
478,7.104,rejeitado_conexao_fechada,20.441
479,7.105,rejeitado_conexao_fechada,0.671
480,7.139,rejeitado_conexao_fechada,24.501
481,7.155,rejeitado_conexao_fechada,16.071
482,7.172,rejeitado_conexao_fechada,16.336
483,7.187,rejeitado_conexao_fechada,15.130
484,7.202,rejeitado_conexao_fechada,15.150
485,7.203,rejeitado_conexao_fechada,0.652
486,7.235,rejeitado_conexao_fechada,22.372
487,7.235,rejeitado_conexao_fechada,0.736
488,7.268,rejeitado_conexao_fechada,22.987
489,7.283,rejeitado_conexao_fechada,14.956
490,7.299,rejeitado_conexao_fechada,15.848
491,7.300,rejeitado_conexao_fechada,0.670
492,7.333,rejeitado_conexao_fechada,23.608
493,7.355,rejeitado_conexao_fechada,22.312
494,7.371,rejeitado_conexao_fechada,15.483
495,7.386,rejeitado_conexao_fechada,15.365
496,7.401,rejeitado_conexao_fechada,15.187
497,7.418,rejeitado_conexao_fechada,16.986
498,7.419,rejeitado_conexao_fechada,0.670
499,7.453,rejeitado_conexao_fechada,24.058
500,7.453,rejeitado_conexao_fechada,0.749
501,7.476,rejeitado_conexao_fechada,13.592
502,7.492,rejeitado_conexao_fechada,15.580
503,7.493,rejeitado_conexao_fechada,0.757
504,7.503,rejeitado_conexao_fechada,0.878
505,7.538,rejeitado_conexao_fechada,25.159
506,7.538,rejeitado_conexao_fechada,0.612
507,7.548,rejeitado_conexao_fechada,0.779
508,7.583,rejeitado_conexao_fechada,25.311
509,7.607,rejeitado_conexao_fechada,23.930
510,7.622,rejeitado_conexao_fechada,15.192
511,7.638,rejeitado_conexao_fechada,15.161
512,7.653,rejeitado_conexao_fechada,15.330
513,7.654,rejeitado_conexao_fechada,0.884
514,7.683,rejeitado_conexao_fechada,19.512
515,7.701,rejeitado_conexao_fechada,18.511
516,7.702,rejeitado_conexao_fechada,0.748
517,7.713,rejeitado_conexao_fechada,1.138
518,7.722,rejeitado_conexao_fechada,0.808
519,7.751,rejeitado_conexao_fechada,19.555
520,7.752,rejeitado_conexao_fechada,0.635
521,7.784,rejeitado_conexao_fechada,22.774
522,7.785,rejeitado_conexao_fechada,0.694
523,7.818,rejeitado_conexao_fechada,23.596
524,7.819,rejeitado_conexao_fechada,0.769
525,7.829,rejeitado_conexao_fechada,0.759
526,7.839,rejeitado_conexao_fechada,0.728
527,7.868,rejeitado_conexao_fechada,19.357
528,7.869,rejeitado_conexao_fechada,0.688
529,7.902,rejeitado_conexao_fechada,23.300
530,7.919,rejeitado_conexao_fechada,16.679
531,7.919,rejeitado_conexao_fechada,0.715
532,7.954,rejeitado_conexao_fechada,24.767
533,7.969,rejeitado_conexao_fechada,15.103
534,7.970,rejeitado_conexao_fechada,0.689
535,7.980,rejeitado_conexao_fechada,0.878
536,7.991,rejeitado_conexao_fechada,0.987
537,8.001,rejeitado_conexao_fechada,0.693
538,8.012,rejeitado_conexao_fechada,1.032
539,8.036,rejeitado_conexao_fechada,14.955
540,8.053,rejeitado_conexao_fechada,16.613
541,8.076,rejeitado_conexao_fechada,23.232
542,8.077,rejeitado_conexao_fechada,0.715
543,8.087,rejeitado_conexao_fechada,0.700
544,8.118,rejeitado_conexao_fechada,22.063
545,8.135,rejeitado_conexao_fechada,16.764
546,8.136,rejeitado_conexao_fechada,0.741
547,8.169,rejeitado_conexao_fechada,23.187
548,8.187,rejeitado_conexao_fechada,18.382
549,8.204,rejeitado_conexao_fechada,16.425
550,8.220,rejeitado_conexao_fechada,16.455
551,8.236,rejeitado_conexao_fechada,15.943
552,8.251,rejeitado_conexao_fechada,15.281
553,8.270,rejeitado_conexao_fechada,18.772
554,8.287,rejeitado_conexao_fechada,16.636
555,8.306,rejeitado_conexao_fechada,19.271
556,8.307,rejeitado_conexao_fechada,0.639
557,8.337,rejeitado_conexao_fechada,20.354
558,8.338,rejeitado_conexao_fechada,0.893
559,8.371,rejeitado_conexao_fechada,23.773
560,8.388,rejeitado_conexao_fechada,16.426
561,8.403,rejeitado_conexao_fechada,15.725
562,8.419,rejeitado_conexao_fechada,15.793
563,8.441,rejeitado_conexao_fechada,22.093
564,8.457,rejeitado_conexao_fechada,15.835
565,8.458,rejeitado_conexao_fechada,0.745
566,8.482,rejeitado_conexao_fechada,14.520
567,8.502,rejeitado_conexao_fechada,20.612
568,8.519,rejeitado_conexao_fechada,16.087
569,8.535,rejeitado_conexao_fechada,16.598
570,8.552,rejeitado_conexao_fechada,16.440
571,8.552,rejeitado_conexao_fechada,0.643
572,8.585,rejeitado_conexao_fechada,22.250
573,8.602,rejeitado_conexao_fechada,17.256
574,8.618,rejeitado_conexao_fechada,16.360
575,8.633,rejeitado_conexao_fechada,14.774
576,8.652,rejeitado_conexao_fechada,18.828
577,8.668,rejeitado_conexao_fechada,15.728
578,8.684,rejeitado_conexao_fechada,16.551
