horario,cpu_percent,ram_percent,ram_usada_mb
2026-07-04T19:52:04.844,0.0,19.8,111.7
2026-07-04T19:52:05.345,0.0,19.8,111.7
2026-07-04T19:52:05.847,0.0,19.8,111.7
2026-07-04T19:52:06.348,0.5,19.8,111.7
2026-07-04T19:52:06.849,0.0,19.8,111.7
2026-07-04T19:52:07.351,0.0,19.8,111.7
2026-07-04T19:52:07.852,0.5,19.8,111.7
2026-07-04T19:52:08.353,0.0,19.8,111.7
2026-07-04T19:52:08.854,0.0,19.8,111.7
2026-07-04T19:52:09.355,0.0,19.8,111.7
2026-07-04T19:52:09.857,0.0,19.8,111.7
2026-07-04T19:52:10.360,0.0,19.8,111.7
2026-07-04T19:52:10.862,0.0,19.8,111.7
2026-07-04T19:52:11.364,0.5,19.8,111.7
2026-07-04T19:52:11.866,0.0,19.8,111.7
2026-07-04T19:52:12.368,0.0,19.8,111.7
2026-07-04T19:52:12.870,0.0,19.8,111.7
2026-07-04T19:52:13.372,0.5,19.8,111.7
2026-07-04T19:52:13.874,0.0,19.8,111.5
2026-07-04T19:52:14.376,0.0,19.8,111.5
2026-07-04T19:52:14.879,0.0,19.8,111.4
2026-07-04T19:52:15.381,0.5,19.8,111.4
2026-07-04T19:52:15.883,0.0,19.8,111.4
2026-07-04T19:52:16.385,0.0,19.8,111.4
2026-07-04T19:52:16.887,0.0,19.8,111.4
2026-07-04T19:52:17.389,0.0,19.8,111.4
2026-07-04T19:52:17.891,0.0,19.8,111.4
2026-07-04T19:52:18.393,0.0,19.8,111.4
2026-07-04T19:52:18.895,0.0,19.8,111.4
2026-07-04T19:52:19.397,0.0,19.8,111.4
2026-07-04T19:52:19.899,1.0,19.8,111.6
2026-07-04T19:52:20.401,0.5,19.8,111.7
2026-07-04T19:52:20.903,0.0,19.8,111.7
2026-07-04T19:52:21.406,0.0,19.8,111.7
2026-07-04T19:52:21.908,0.0,19.8,111.7
2026-07-04T19:52:22.410,0.0,19.8,111.7
2026-07-04T19:52:22.912,0.5,19.8,111.7
2026-07-04T19:52:23.414,0.0,19.8,111.7
2026-07-04T19:52:23.916,0.5,19.8,111.7
2026-07-04T19:52:24.418,0.0,19.8,111.7
2026-07-04T19:52:24.920,0.0,19.8,111.7
2026-07-04T19:52:25.422,0.0,19.8,111.7
2026-07-04T19:52:25.924,0.0,19.8,111.7
2026-07-04T19:52:26.426,0.0,19.8,111.7
2026-07-04T19:52:26.929,0.5,19.8,111.7
2026-07-04T19:52:27.431,0.0,19.8,111.6
2026-07-04T19:52:27.933,0.0,19.8,111.6
2026-07-04T19:52:28.435,0.0,19.8,111.6
2026-07-04T19:52:28.937,0.5,19.8,111.6
2026-07-04T19:52:29.439,0.0,19.8,111.6
2026-07-04T19:52:29.941,0.0,19.8,111.6
2026-07-04T19:52:30.443,0.0,19.8,111.6
2026-07-04T19:52:30.945,0.5,19.8,111.6
2026-07-04T19:52:31.447,0.0,19.8,111.6
